track-id,track-name,genre,artist-id,artist-name,rating,popularity,instruments
41,Track 41,Pop,208,Artist 208,0.6989034310278797,3,"['Violin', 'Saxophone', 'Piano', 'Drums', 'Bass', 'Vocals', 'Cello', 'Guitar', 'Trumpet']"
42,Track 42,Latin,19,Artist 19,4.784900180832868,0,['Guitar']
43,Track 43,Latin,376,Artist 376,1.9652720988212007,0,"['Bass', 'Trumpet', 'Piano', 'Guitar']"
44,Track 44,Classical,184,Artist 184,0.31127543880718367,6,['Guitar']
45,Track 45,Classical,73,Artist 73,2.8270149458229508,1,['Guitar']
46,Track 46,Country,9,Artist 9,1.6443613369477443,9,"['Guitar', 'Bass', 'Saxophone', 'Cello', 'Vocals', 'Piano', 'Violin', 'Trumpet']"
47,Track 47,Latin,697,Artist 697,0.5893216659510953,1,"['Piano', 'Violin', 'Guitar', 'Saxophone', 'Drums', 'Bass', 'Vocals', 'Cello', 'Trumpet']"
48,Track 48,Hip Hop,626,Artist 626,3.719700462087085,7,"['Saxophone', 'Drums', 'Piano', 'Cello', 'Bass', 'Violin']"
49,Track 49,Jazz,967,Artist 967,0.985908568746991,0,"['Guitar', 'Vocals', 'Cello']"
50,Track 50,Jazz,886,Artist 886,3.903294636079927,8,"['Guitar', 'Violin', 'Saxophone', 'Trumpet', 'Drums', 'Bass', 'Cello', 'Vocals']"
51,Track 51,Classical,83,Artist 83,1.3808157194320303,3,"['Bass', 'Drums', 'Vocals', 'Saxophone', 'Piano', 'Trumpet', 'Violin', 'Guitar', 'Cello']"
52,Track 52,Electronic,171,Artist 171,3.7145667503862834,9,['Cello']
53,Track 53,Rock,336,Artist 336,4.2581626662603735,1,"['Bass', 'Cello', 'Piano', 'Vocals', 'Trumpet']"
54,Track 54,Blues,84,Artist 84,3.4538803321672367,9,"['Piano', 'Vocals', 'Saxophone', 'Drums', 'Bass', 'Violin', 'Cello', 'Guitar', 'Trumpet']"
55,Track 55,Latin,982,Artist 982,4.767387362176495,3,"['Guitar', 'Violin', 'Vocals', 'Saxophone', 'Piano', 'Cello', 'Trumpet', 'Bass', 'Drums']"
56,Track 56,Classical,511,Artist 511,4.409220929662705,2,"['Piano', 'Violin', 'Drums', 'Cello', 'Bass', 'Saxophone']"
57,Track 57,Rock,636,Artist 636,1.0056081736227385,2,"['Cello', 'Piano', 'Saxophone', 'Guitar', 'Vocals', 'Bass', 'Violin']"
58,Track 58,Blues,310,Artist 310,3.33076856031774,6,"['Piano', 'Drums', 'Vocals', 'Saxophone', 'Guitar', 'Trumpet', 'Cello']"
59,Track 59,Classical,634,Artist 634,0.4023538202209648,8,"['Drums', 'Bass', 'Vocals', 'Piano', 'Guitar', 'Saxophone', 'Violin']"
60,Track 60,Blues,356,Artist 356,1.1527120780299271,10,"['Bass', 'Violin', 'Piano']"
61,Track 61,Jazz,999,Artist 999,0.6010114508995662,1,['Bass']
62,Track 62,Jazz,552,Artist 552,0.6723607095965645,0,"['Saxophone', 'Vocals', 'Cello', 'Drums', 'Trumpet', 'Piano', 'Guitar', 'Violin', 'Bass']"
63,Track 63,Electronic,554,Artist 554,1.0376078665880717,8,"['Bass', 'Piano', 'Cello', 'Guitar', 'Trumpet', 'Drums', 'Vocals', 'Saxophone']"
64,Track 64,Country,935,Artist 935,2.686192080301437,8,['Drums']
65,Track 65,Blues,938,Artist 938,4.607931657432983,10,"['Vocals', 'Saxophone', 'Piano', 'Trumpet', 'Drums']"
66,Track 66,Rock,111,Artist 111,3.7461811473277367,4,"['Bass', 'Vocals', 'Trumpet', 'Guitar', 'Violin', 'Piano']"
67,Track 67,Electronic,411,Artist 411,0.28127121772352714,1,"['Drums', 'Vocals', 'Violin', 'Guitar']"
68,Track 68,Country,568,Artist 568,1.8795750924909078,8,"['Violin', 'Bass', 'Guitar', 'Trumpet', 'Piano', 'Vocals', 'Drums']"
69,Track 69,Classical,56,Artist 56,4.382368270628479,1,"['Vocals', 'Drums', 'Piano', 'Guitar', 'Bass', 'Violin', 'Trumpet', 'Saxophone']"
70,Track 70,Electronic,27,Artist 27,0.38246927825040855,5,"['Saxophone', 'Trumpet', 'Cello', 'Piano', 'Vocals', 'Bass']"
71,Track 71,Country,62,Artist 62,1.8070641762815836,2,"['Drums', 'Cello', 'Bass', 'Violin', 'Vocals', 'Saxophone', 'Guitar', 'Trumpet']"
72,Track 72,Electronic,59,Artist 59,3.7436101848331416,4,"['Bass', 'Saxophone', 'Vocals', 'Trumpet']"
73,Track 73,Pop,636,Artist 636,1.7381107383261218,4,"['Piano', 'Guitar', 'Bass', 'Vocals', 'Trumpet', 'Violin', 'Cello', 'Saxophone']"
74,Track 74,Latin,962,Artist 962,4.802821785595557,3,"['Bass', 'Cello']"
75,Track 75,Classical,398,Artist 398,3.9009668933380643,2,"['Saxophone', 'Drums', 'Vocals', 'Piano', 'Violin', 'Trumpet', 'Bass', 'Cello']"
76,Track 76,Hip Hop,278,Artist 278,4.703122082256547,4,"['Drums', 'Piano', 'Violin', 'Trumpet', 'Saxophone', 'Cello']"
77,Track 77,Hip Hop,742,Artist 742,0.008771339935759181,5,"['Cello', 'Trumpet', 'Drums', 'Guitar', 'Piano', 'Violin', 'Saxophone']"
78,Track 78,Pop,143,Artist 143,4.489792120927834,8,"['Trumpet', 'Violin', 'Cello', 'Bass', 'Vocals', 'Drums', 'Piano']"
79,Track 79,Rock,689,Artist 689,4.140662047140645,4,"['Violin', 'Trumpet', 'Drums', 'Cello', 'Vocals']"
80,Track 80,Electronic,630,Artist 630,1.4063537957437329,9,"['Guitar', 'Bass', 'Vocals', 'Trumpet', 'Drums']"
81,Track 81,Country,47,Artist 47,0.7926242035742981,6,"['Trumpet', 'Piano', 'Guitar', 'Drums', 'Bass']"
82,Track 82,Blues,884,Artist 884,4.7332744595060765,6,"['Cello', 'Saxophone', 'Piano', 'Violin']"
83,Track 83,Hip Hop,831,Artist 831,3.483534179010384,8,"['Cello', 'Bass', 'Piano', 'Drums', 'Vocals', 'Violin']"
84,Track 84,Electronic,643,Artist 643,2.2156122814877186,10,"['Saxophone', 'Bass', 'Vocals', 'Cello']"
85,Track 85,Hip Hop,324,Artist 324,3.56145162353364,4,['Saxophone']
86,Track 86,Classical,666,Artist 666,0.3248304572745714,10,"['Saxophone', 'Violin', 'Drums', 'Trumpet', 'Bass', 'Vocals']"
87,Track 87,Latin,253,Artist 253,2.8520962757448935,6,"['Saxophone', 'Trumpet', 'Bass', 'Cello', 'Guitar', 'Vocals']"
88,Track 88,Classical,881,Artist 881,0.9098824367252101,2,"['Vocals', 'Trumpet', 'Saxophone', 'Guitar', 'Drums', 'Piano', 'Bass', 'Violin', 'Cello']"
89,Track 89,Country,690,Artist 690,4.44589333699524,2,['Piano']
90,Track 90,Rock,993,Artist 993,2.975499161195893,1,"['Vocals', 'Cello', 'Guitar', 'Piano', 'Saxophone']"
91,Track 91,Classical,463,Artist 463,4.035208631387441,3,"['Guitar', 'Bass', 'Piano']"
92,Track 92,Hip Hop,270,Artist 270,1.4286407966878163,6,"['Drums', 'Bass', 'Vocals', 'Guitar', 'Cello', 'Piano']"
93,Track 93,Latin,601,Artist 601,2.4210805362837924,0,"['Trumpet', 'Bass', 'Cello', 'Drums', 'Vocals']"
94,Track 94,Hip Hop,420,Artist 420,0.3463671542932373,0,"['Violin', 'Cello', 'Guitar', 'Vocals', 'Drums']"
95,Track 95,Jazz,826,Artist 826,0.031638202936861703,8,"['Drums', 'Saxophone', 'Vocals']"
96,Track 96,Hip Hop,788,Artist 788,0.45520330024480415,1,"['Bass', 'Drums', 'Vocals', 'Piano']"
97,Track 97,Electronic,35,Artist 35,3.770881324529233,10,"['Trumpet', 'Drums', 'Saxophone', 'Bass']"
98,Track 98,Blues,358,Artist 358,4.4858205370167825,0,"['Vocals', 'Guitar', 'Violin', 'Saxophone', 'Cello', 'Piano', 'Bass', 'Drums']"
99,Track 99,Electronic,557,Artist 557,4.399129726969404,4,"['Bass', 'Drums', 'Cello', 'Vocals', 'Guitar']"
100,Track 100,Rock,904,Artist 904,1.7994619287659313,3,"['Violin', 'Bass', 'Cello', 'Drums', 'Trumpet', 'Guitar', 'Saxophone', 'Vocals', 'Piano']"
101,Track 101,Classical,676,Artist 676,3.3562521130838356,2,"['Vocals', 'Bass', 'Trumpet', 'Guitar']"
102,Track 102,Rock,915,Artist 915,2.894271622984692,2,"['Drums', 'Guitar']"
103,Track 103,Country,158,Artist 158,4.707409584523657,9,"['Cello', 'Bass', 'Drums', 'Piano', 'Trumpet']"
104,Track 104,Electronic,270,Artist 270,2.570373008498569,2,['Piano']
105,Track 105,Classical,928,Artist 928,1.7620396614448208,2,"['Saxophone', 'Guitar', 'Piano', 'Violin', 'Cello']"
106,Track 106,Rock,524,Artist 524,1.160130789195536,1,"['Cello', 'Vocals', 'Guitar', 'Bass']"
107,Track 107,Jazz,273,Artist 273,4.287232616335733,3,['Cello']
108,Track 108,Electronic,336,Artist 336,4.233390816646465,7,['Drums']
109,Track 109,Blues,500,Artist 500,1.8176730448265817,8,"['Cello', 'Trumpet', 'Guitar', 'Violin']"
110,Track 110,Country,946,Artist 946,3.1009438868313404,10,"['Saxophone', 'Cello', 'Bass', 'Vocals', 'Drums', 'Piano', 'Trumpet']"
111,Track 111,Latin,89,Artist 89,3.3312714417930267,7,"['Drums', 'Piano', 'Cello', 'Saxophone', 'Guitar']"
112,Track 112,Country,269,Artist 269,4.150281117900167,9,"['Saxophone', 'Violin', 'Drums', 'Bass', 'Cello', 'Trumpet', 'Piano']"
113,Track 113,Blues,507,Artist 507,2.7447501791429225,6,"['Violin', 'Piano', 'Bass', 'Vocals', 'Drums', 'Saxophone']"
114,Track 114,Rock,889,Artist 889,3.2236537161907455,8,"['Violin', 'Vocals', 'Saxophone', 'Bass', 'Guitar', 'Cello', 'Trumpet', 'Piano', 'Drums']"
115,Track 115,Classical,19,Artist 19,2.1782178685146043,0,"['Piano', 'Drums', 'Cello', 'Bass', 'Vocals', 'Guitar', 'Violin']"
116,Track 116,Rock,697,Artist 697,3.2548927018189904,0,"['Saxophone', 'Vocals', 'Trumpet', 'Bass', 'Drums', 'Piano', 'Cello']"
117,Track 117,Hip Hop,201,Artist 201,4.631348307948269,9,"['Cello', 'Vocals', 'Violin']"
118,Track 118,Classical,352,Artist 352,2.191429770912736,9,"['Violin', 'Bass', 'Guitar', 'Vocals', 'Saxophone', 'Cello', 'Trumpet']"
119,Track 119,Pop,616,Artist 616,4.636826170970752,6,"['Guitar', 'Trumpet']"
120,Track 120,Country,121,Artist 121,0.8141201979010348,7,['Drums']
121,Track 121,Classical,58,Artist 58,3.00624677580462,1,"['Guitar', 'Violin', 'Cello', 'Bass', 'Vocals', 'Trumpet', 'Drums']"
122,Track 122,Country,191,Artist 191,3.744764414847302,5,"['Vocals', 'Trumpet', 'Cello', 'Piano', 'Guitar', 'Saxophone', 'Bass', 'Violin', 'Drums']"
123,Track 123,Jazz,789,Artist 789,1.8238087349658105,7,"['Saxophone', 'Vocals', 'Cello', 'Violin', 'Piano', 'Drums', 'Bass', 'Trumpet']"
124,Track 124,Rock,900,Artist 900,0.48056811779782715,10,['Violin']
125,Track 125,Rock,622,Artist 622,2.5887605830566796,5,"['Cello', 'Violin', 'Vocals']"
126,Track 126,Pop,417,Artist 417,3.484235923624184,5,"['Violin', 'Vocals', 'Drums', 'Guitar', 'Piano']"
127,Track 127,Country,602,Artist 602,0.138137316955943,10,"['Guitar', 'Violin', 'Piano']"
128,Track 128,Pop,116,Artist 116,0.7019199695412343,6,"['Violin', 'Vocals', 'Piano', 'Trumpet', 'Saxophone', 'Cello', 'Guitar', 'Bass', 'Drums']"
129,Track 129,Hip Hop,249,Artist 249,0.5840030023544218,9,"['Trumpet', 'Cello', 'Piano', 'Violin', 'Saxophone', 'Bass']"
130,Track 130,Latin,766,Artist 766,2.0718162296732574,9,"['Saxophone', 'Cello', 'Drums', 'Guitar', 'Violin', 'Bass', 'Vocals', 'Trumpet', 'Piano']"
131,Track 131,Blues,706,Artist 706,2.6894701130033996,1,"['Piano', 'Saxophone']"
132,Track 132,Latin,560,Artist 560,0.3872367470722593,5,"['Cello', 'Guitar', 'Vocals']"
133,Track 133,Latin,555,Artist 555,0.10256997147638336,4,"['Drums', 'Violin', 'Cello']"
134,Track 134,Blues,287,Artist 287,4.251615676398005,7,"['Drums', 'Trumpet', 'Violin', 'Cello', 'Bass']"
135,Track 135,Blues,167,Artist 167,0.8397795141150161,0,"['Bass', 'Violin', 'Drums', 'Trumpet', 'Guitar', 'Piano']"
136,Track 136,Country,925,Artist 925,3.74794836843928,4,"['Drums', 'Piano', 'Saxophone', 'Guitar', 'Trumpet', 'Violin', 'Vocals', 'Cello']"
137,Track 137,Jazz,595,Artist 595,4.561200516694965,3,"['Cello', 'Bass', 'Piano', 'Drums', 'Trumpet']"
138,Track 138,Rock,569,Artist 569,2.305573710007765,7,['Vocals']
139,Track 139,Country,996,Artist 996,3.489598827696269,6,"['Piano', 'Violin', 'Cello', 'Guitar', 'Drums', 'Saxophone', 'Bass', 'Trumpet', 'Vocals']"
140,Track 140,Jazz,676,Artist 676,3.249313619645902,5,"['Trumpet', 'Piano', 'Vocals', 'Violin', 'Saxophone', 'Bass', 'Drums']"
141,Track 141,Electronic,918,Artist 918,2.090760286016806,9,"['Bass', 'Drums', 'Piano']"
142,Track 142,Blues,258,Artist 258,3.4821053434062077,7,"['Cello', 'Bass', 'Piano', 'Violin', 'Saxophone']"
143,Track 143,Jazz,656,Artist 656,2.3621407058428274,5,"['Drums', 'Violin', 'Cello', 'Trumpet', 'Bass']"
144,Track 144,Electronic,482,Artist 482,4.054811219783348,7,['Violin']
145,Track 145,Electronic,268,Artist 268,0.46217667832213594,8,['Vocals']
146,Track 146,Rock,851,Artist 851,3.2210278530809338,2,"['Piano', 'Vocals', 'Trumpet']"
147,Track 147,Classical,120,Artist 120,2.33537617014558,8,"['Violin', 'Cello', 'Trumpet', 'Bass', 'Vocals']"
148,Track 148,Country,774,Artist 774,2.6273043823087705,7,"['Vocals', 'Cello', 'Saxophone', 'Bass', 'Trumpet', 'Piano', 'Guitar', 'Drums']"
149,Track 149,Latin,446,Artist 446,0.3523410497294732,1,['Trumpet']
150,Track 150,Latin,666,Artist 666,0.7936879163530519,6,"['Trumpet', 'Vocals', 'Violin', 'Saxophone', 'Drums', 'Piano', 'Guitar', 'Bass']"
151,Track 151,Latin,458,Artist 458,4.102923257090696,5,"['Saxophone', 'Vocals']"
152,Track 152,Latin,200,Artist 200,3.4023435892982503,5,['Trumpet']
153,Track 153,Blues,830,Artist 830,0.06709092943019468,0,"['Saxophone', 'Vocals', 'Guitar', 'Cello', 'Drums']"
154,Track 154,Classical,644,Artist 644,4.328021817512411,3,"['Piano', 'Drums', 'Trumpet', 'Saxophone', 'Violin', 'Guitar', 'Bass', 'Vocals', 'Cello']"
155,Track 155,Latin,804,Artist 804,3.576563799226557,0,['Cello']
156,Track 156,Country,123,Artist 123,1.3542337345708528,5,['Cello']
157,Track 157,Classical,525,Artist 525,2.9616877751770594,7,"['Guitar', 'Cello', 'Drums', 'Bass']"
158,Track 158,Jazz,584,Artist 584,1.6438342706087088,5,"['Guitar', 'Cello', 'Vocals', 'Violin', 'Drums', 'Trumpet', 'Saxophone', 'Bass']"
159,Track 159,Blues,835,Artist 835,3.353261328063697,3,['Drums']
160,Track 160,Hip Hop,743,Artist 743,4.501098347092512,8,"['Trumpet', 'Guitar']"
161,Track 161,Electronic,664,Artist 664,3.006050643791892,4,"['Piano', 'Cello', 'Trumpet', 'Vocals', 'Drums', 'Violin', 'Bass', 'Guitar', 'Saxophone']"
162,Track 162,Jazz,912,Artist 912,3.369968386405677,7,"['Piano', 'Bass', 'Cello', 'Violin', 'Drums', 'Guitar', 'Trumpet', 'Saxophone', 'Vocals']"
163,Track 163,Country,795,Artist 795,3.9833169717616252,1,"['Drums', 'Piano', 'Bass', 'Vocals']"
164,Track 164,Country,40,Artist 40,3.402201990538793,8,"['Guitar', 'Vocals', 'Saxophone', 'Piano', 'Drums', 'Bass', 'Cello', 'Violin']"
165,Track 165,Pop,716,Artist 716,1.9308527894311556,3,"['Drums', 'Violin', 'Guitar', 'Bass', 'Piano', 'Cello', 'Trumpet', 'Saxophone']"
166,Track 166,Country,148,Artist 148,2.907385366496682,5,"['Saxophone', 'Cello']"
167,Track 167,Country,315,Artist 315,1.0663292559856026,3,"['Cello', 'Piano', 'Drums', 'Bass', 'Guitar', 'Trumpet', 'Vocals', 'Violin']"
168,Track 168,Pop,720,Artist 720,2.3788777599832986,8,['Guitar']
169,Track 169,Electronic,105,Artist 105,3.3485513482600178,7,"['Cello', 'Piano', 'Guitar', 'Drums']"
170,Track 170,Hip Hop,679,Artist 679,0.5236790043385348,4,"['Guitar', 'Vocals', 'Bass', 'Cello', 'Drums', 'Piano', 'Trumpet']"
171,Track 171,Pop,905,Artist 905,1.8801096002111195,2,"['Piano', 'Bass', 'Trumpet', 'Saxophone']"
172,Track 172,Electronic,560,Artist 560,4.403537800256751,2,"['Guitar', 'Vocals']"
173,Track 173,Classical,912,Artist 912,2.4337037347780353,7,"['Bass', 'Piano']"
174,Track 174,Country,878,Artist 878,4.022768903657792,8,['Piano']
175,Track 175,Jazz,482,Artist 482,2.518365065255285,8,"['Cello', 'Piano', 'Vocals', 'Guitar', 'Trumpet', 'Drums']"
176,Track 176,Country,452,Artist 452,0.4169215294382206,0,"['Guitar', 'Saxophone', 'Cello', 'Vocals', 'Violin', 'Drums', 'Bass', 'Trumpet']"
177,Track 177,Pop,367,Artist 367,4.3757364806743775,10,"['Guitar', 'Cello', 'Drums', 'Saxophone', 'Vocals']"
178,Track 178,Electronic,267,Artist 267,4.966508246168193,9,"['Trumpet', 'Drums', 'Vocals', 'Guitar', 'Saxophone', 'Violin', 'Cello', 'Bass']"
179,Track 179,Latin,2,Artist 2,3.2044512077388103,1,"['Bass', 'Piano', 'Violin', 'Vocals', 'Saxophone', 'Drums', 'Trumpet']"
180,Track 180,Electronic,662,Artist 662,4.799542175574945,1,"['Guitar', 'Trumpet', 'Piano', 'Drums', 'Saxophone', 'Bass']"
181,Track 181,Hip Hop,946,Artist 946,2.5439308001327716,6,"['Bass', 'Drums', 'Violin', 'Piano', 'Vocals', 'Trumpet']"
182,Track 182,Blues,813,Artist 813,2.2378234907249688,9,"['Trumpet', 'Saxophone', 'Cello', 'Drums', 'Guitar', 'Vocals']"
183,Track 183,Hip Hop,503,Artist 503,3.9118903178871376,7,"['Piano', 'Drums', 'Vocals', 'Saxophone', 'Guitar']"
184,Track 184,Electronic,918,Artist 918,3.3420805773822337,6,"['Vocals', 'Cello', 'Guitar', 'Piano', 'Bass']"
185,Track 185,Rock,471,Artist 471,3.9318506591094025,7,"['Drums', 'Violin', 'Piano', 'Guitar']"
186,Track 186,Blues,262,Artist 262,2.998510733608391,0,"['Violin', 'Drums', 'Guitar', 'Saxophone', 'Bass']"
187,Track 187,Latin,453,Artist 453,3.8673569995066237,8,['Violin']
188,Track 188,Rock,899,Artist 899,1.108219040291416,8,"['Guitar', 'Vocals', 'Bass', 'Violin', 'Piano', 'Drums', 'Trumpet', 'Cello']"
189,Track 189,Hip Hop,934,Artist 934,3.3391889433124833,5,"['Saxophone', 'Vocals']"
190,Track 190,Electronic,308,Artist 308,0.1719258437679344,2,"['Piano', 'Saxophone', 'Trumpet', 'Vocals', 'Bass', 'Drums', 'Cello']"
191,Track 191,Classical,762,Artist 762,0.21300813253415984,4,"['Guitar', 'Bass', 'Cello', 'Trumpet', 'Vocals', 'Drums', 'Violin', 'Saxophone', 'Piano']"
192,Track 192,Blues,951,Artist 951,2.7322042126463697,9,"['Saxophone', 'Drums', 'Vocals', 'Violin', 'Piano', 'Trumpet', 'Cello']"
193,Track 193,Blues,110,Artist 110,1.5846628478374818,0,"['Drums', 'Bass', 'Vocals', 'Trumpet', 'Saxophone', 'Piano', 'Cello', 'Violin', 'Guitar']"
194,Track 194,Hip Hop,622,Artist 622,4.441542933076084,7,"['Piano', 'Vocals', 'Saxophone']"
195,Track 195,Rock,127,Artist 127,0.5988115735286442,2,"['Bass', 'Trumpet', 'Saxophone', 'Drums', 'Violin', 'Guitar', 'Cello', 'Vocals', 'Piano']"
196,Track 196,Hip Hop,415,Artist 415,3.546336432311113,2,"['Violin', 'Bass']"
197,Track 197,Electronic,621,Artist 621,3.0671226894748482,3,"['Saxophone', 'Drums', 'Cello', 'Bass', 'Trumpet', 'Piano', 'Guitar']"
198,Track 198,Pop,42,Artist 42,2.3214834889985307,6,"['Guitar', 'Trumpet', 'Cello']"
199,Track 199,Jazz,662,Artist 662,0.29767957210125207,2,['Cello']
200,Track 200,Pop,759,Artist 759,1.6322655338385368,10,"['Cello', 'Vocals', 'Bass']"
201,Track 201,Hip Hop,170,Artist 170,4.806669610551118,3,"['Piano', 'Vocals', 'Violin', 'Drums', 'Bass', 'Trumpet', 'Guitar', 'Saxophone', 'Cello']"
202,Track 202,Classical,5,Artist 5,4.753460548960314,3,"['Guitar', 'Cello', 'Trumpet', 'Drums', 'Bass']"
203,Track 203,Pop,138,Artist 138,1.1000450975890503,2,['Cello']
204,Track 204,Classical,646,Artist 646,1.5273117787700963,1,"['Cello', 'Bass']"
205,Track 205,Jazz,670,Artist 670,0.3047516697672614,1,"['Trumpet', 'Violin', 'Saxophone', 'Vocals', 'Cello', 'Piano', 'Bass']"
206,Track 206,Electronic,9,Artist 9,0.09665401524187822,1,"['Bass', 'Drums', 'Guitar']"
207,Track 207,Electronic,37,Artist 37,3.806585200179394,0,"['Guitar', 'Cello', 'Bass', 'Drums', 'Trumpet', 'Saxophone', 'Piano', 'Violin']"
208,Track 208,Blues,624,Artist 624,4.812011972584685,8,"['Cello', 'Drums', 'Saxophone', 'Vocals', 'Bass', 'Trumpet', 'Guitar', 'Piano']"
209,Track 209,Electronic,195,Artist 195,4.071172103679672,4,"['Violin', 'Piano', 'Cello', 'Saxophone', 'Drums']"
210,Track 210,Hip Hop,153,Artist 153,2.6918796614161593,9,"['Violin', 'Bass', 'Cello', 'Trumpet', 'Guitar', 'Piano', 'Drums', 'Vocals', 'Saxophone']"
211,Track 211,Classical,387,Artist 387,1.7088543754668817,2,"['Drums', 'Bass', 'Trumpet', 'Cello', 'Violin']"
212,Track 212,Electronic,488,Artist 488,3.1477634802046346,6,"['Cello', 'Piano', 'Bass', 'Saxophone']"
213,Track 213,Pop,391,Artist 391,0.43256544788313644,0,"['Saxophone', 'Piano', 'Drums', 'Bass', 'Vocals', 'Cello', 'Trumpet', 'Guitar', 'Violin']"
214,Track 214,Jazz,796,Artist 796,4.11077827262347,10,"['Cello', 'Guitar', 'Vocals', 'Violin']"
