,valence,artists,count,popularity
185,0.1969999999999999,A-Lin,2,59.0
186,0.2395,A-Lusion,4,0.0
187,0.138,A-Mei Chang,2,52.0
188,0.8042,A-Trak,5,56.6
189,0.705,A. Caminha,1,24.0
190,0.6532857142857142,A. L. Lloyd,7,12.571428571428571
191,0.462,A. Likiardopoulou,1,0.0
192,0.858909090909091,A. M. Rajah,22,4.818181818181818
193,0.51,A. Merangulian,1,0.0
194,0.826,A. Merangulian with folk instrumental ensemble,2,0.0
195,0.7016000000000001,A. P. Komala,5,0.0
196,0.867,A. Pignagnoli,1,31.0
197,0.7436666666666665,A. R. Ojha,24,0.0
198,0.7262380952380955,A. R. Oza,21,0.0
199,0.786142857142857,A. R. Qureshi,14,0.0
200,0.87,A. Xatzixristos,2,0.0
201,0.8564,A.B. Quintanilla III,5,51.4
202,0.8575238095238097,A.B. Quintanilla III Y Los Kumbia Kings,21,50.71428571428572
203,0.3939999999999999,A.C. Smyth,1,9.0
204,0.387,A.CHAL,2,64.0
205,0.804,A.G.,2,46.5
206,0.3389999999999999,A.J. Croce,2,14.0
207,0.662,A.Loraarrero,3,2.0
208,0.857,A.R. Kane,2,29.0
209,0.5745,A.R. Rahman,8,56.125
210,0.785,A.l.t.,1,33.0
211,0.21,A.r.d.i.,2,1.0
212,0.8029999999999999,A2M,2,64.0
213,0.5546666666666668,A7S,3,87.0
214,0.6679365079365085,ABBA,252,43.253968253968246
215,0.7748888888888891,ABC,18,42.44444444444444
216,0.4379999999999999,ABIR,2,62.0
217,0.54975,ABN,8,42.0
218,0.261,ABSRDST,1,52.0
219,0.5082197674418605,AC/DC,344,51.40116279069768
220,0.171,ACOT,2,62.0
221,0.4443388888888888,AFI,72,42.22222222222222
222,0.0393,AIIVAWN,2,67.0
223,0.226,AILEE,2,58.0
224,0.489,AJ Meijer,1,51.0
225,0.466,AJ Michalka,1,62.0
226,0.331125,AJ Mitchell,8,72.375
227,0.6424,AJ Rafael,5,61.6
228,0.7642222222222224,AJJ,18,48.44444444444444
229,0.5254576271186441,AJR,59,57.64406779661017
230,0.972,AK-7,2,47.0
231,0.7170000000000001,AL-X The Great,1,54.0
232,0.617,ALI,2,64.0
233,0.3,ALISA UENO,2,65.0
234,0.685,ALLBLACK,1,58.0
235,0.669,ALO,1,57.0
236,0.6506666666666666,AMG,6,36.333333333333336
237,0.7018556701030931,ANTONIS NTALGKAS,97,0.0206185567010309
238,0.963,AOA,2,56.0
239,0.79,APB,2,33.0
240,0.5306562500000002,APO Hiking Society,32,40.4375
241,0.3863333333333333,AR30,3,0.0
242,0.49,ARTY,2,57.0
243,0.4891666666666668,ASIAN KUNG-FU GENERATION,12,57.0
244,0.7436666666666666,ATB,6,58.0
245,0.519,ATEEZ,2,68.0
246,0.2269999999999999,ATR Son Son,2,79.0
247,0.868,ATaste Of Honey,2,36.0
248,0.168,AUGUST 08,2,73.0
249,0.274,AURORA,10,61.6
250,0.594,AViVA,2,62.0
251,0.634,AWAY,2,58.0
252,0.718,AWJC Media,2,30.0
253,0.4262352941176472,AWOLNATION,17,55.352941176470594
254,0.6203157894736839,AZ,19,44.78947368421053
255,0.6940000000000001,Aadesh Shrivastava,1,51.0
256,0.51,Aage Braarud,2,0.0
257,0.6411538461538461,Aaliyah,39,43.66666666666666
258,0.952,Aalon,2,40.0
259,0.933,Aaron Carter,4,46.0
260,0.2237472,Aaron Copland,125,7.56
261,0.479,Aaron Espe,2,58.0
262,0.4845624999999999,Aaron Hall,16,39.25
263,0.7859999999999999,Aaron Kamm and the One Drops,2,44.0
264,0.172,Aaron Krause,1,67.0
265,0.487,Aaron Kwok,5,41.6
266,0.161,Aaron Lansing,4,62.0
267,0.3736476190476191,Aaron Lewis,21,53.85714285714285
268,0.5005000000000001,Aaron Lohr,6,44.66666666666666
269,0.6459999999999999,Aaron Mash,1,0.0
270,0.5765,Aaron May,4,65.0
271,0.4752142857142858,Aaron Neville,28,43.57142857142857
272,0.348,Aaron Shaw,1,60.0
273,0.3105,Aaron Shust,4,51.0
274,0.3185,Aaron Smith,2,77.0
275,0.5945454545454546,Aaron Tippin,22,41.54545454545455
276,0.47625,Aaron Tveit,4,46.5
277,0.4912500000000001,Aaron Watson,8,50.25
278,0.6885833333333332,Aaron Y Su Grupo Ilusion,12,55.83333333333334
279,0.2319999999999999,Aaron Zigman,2,50.0
280,0.4815714285714287,Aarti Mukherji,7,0.0
281,0.392,Aase Ziegler,4,0.0
282,0.4823684210526316,Ab-Soul,19,51.526315789473685
283,0.21,Abandon All Ships,2,44.0
284,0.433,Abandoned Pools,2,37.0
285,0.6111538461538462,Abbasuddin Ahmed,39,0.0
286,0.4506666666666667,Abbey Lincoln,6,20.33333333333333
287,0.614,Abby Anderson,2,66.0
288,0.789,Abby Newton,2,34.0
289,0.5317999999999999,Abdel Aziz Mahmoud,10,0.0
290,0.579,Abdel Ghany El Sayed,2,0.0
291,0.4521379310344826,Abdel Halim Hafez,58,21.448275862068964
292,0.607,Abdul,2,0.0
293,0.616,Abdul Halim Chowdhry,2,0.0
294,0.873,Abdul Khader,2,0.0
295,0.841,Abdulial Mahi,2,0.0
296,0.626,Abdülkerim,2,0.0
297,0.3692222222222222,Abel Zavala,9,54.77777777777778
298,0.476,Abha Sarkar,2,0.0
299,0.64425,Abhayapada Chatterjee,8,0.0
300,0.3195,Abhi The Nomad,2,61.0
301,0.5289999999999999,Abhishek Bachchan,2,30.5
302,0.6152500000000001,Abhram Bhagat,8,0.0
303,0.4663333333333333,Abigale Haness,3,21.33333333333333
304,0.226,Aboriginal Songman,2,0.0
305,0.153,Above & Beyond,3,18.0
306,0.7559999999999999,Above The Law,2,30.0
307,0.286,Abracadabra,2,53.0
308,0.2158333333333332,Abraham Goldfaden,6,0.0
309,0.594,Abraham Gustavito,2,0.0
310,0.5008333333333334,Abram Chasins,6,0.0
311,0.609,Abrasive Wheels,2,27.0
312,0.0873,Absis,1,0.0
313,0.872,Absofacto,2,72.0
314,0.296,Abstract,1,59.0
315,0.96,Abwärts,2,36.0
316,0.5958000000000001,Academia dos Renascidos,40,0.0
317,0.087,Academy Of Choir Art Of Russia,1,43.0
318,0.04085,Academy Of London,2,41.0
319,0.3011181818181818,Academy of Ancient Music,11,48.63636363636363
320,0.19132375,Academy of St. Martin in the Fields,80,34.775
321,0.2897571428571429,Academy of St. Martin in the Fields Chorus,7,28.57142857142857
322,0.907,Acapulco Tropical,6,45.66666666666666
323,0.5457500000000001,Accademia I Filarmonici,4,46.75
324,0.4594210526315789,Accept,38,37.42105263157895
325,0.5175000000000001,Acceptance,4,46.0
326,0.703,Ace,2,61.0
327,0.5285833333333333,Ace Frehley,24,32.833333333333336
328,0.29763,Ace Hood,10,54.4
329,0.0323,Ace Ventura,1,0.0
330,0.7981,Ace of Base,20,55.0
331,0.8039047619047621,Acerina Y Su Danzonera,42,9.904761904761903
332,0.4853333333333333,Aceyalone,3,36.66666666666666
333,0.2128333333333332,Achille Togliani,12,3.5
334,0.351625,Acid Bath,16,36.125
335,0.487,Acid Ghost,2,55.0
336,0.1989999999999999,Acid King,2,44.0
337,0.0995,Acidic Beats,2,0.0
338,0.2466666666666667,Acker Bilk,6,40.333333333333336
339,0.8105,Acoustic Alchemy,4,29.0
340,0.5898333333333333,Action Bronson,12,56.25
341,0.252,Active Child,2,49.0
342,0.074,Ad Brown,1,0.0
343,0.6927222222222224,Ada Falcón,36,0.0555555555555555
344,0.286,Ada Moore,1,2.0
345,0.86,Adalberto Santiago,10,32.6
346,0.424,Adam & The Ants,2,39.0
347,0.665,Adam Ant,16,36.375
348,0.3405,Adam Calhoun,2,63.5
349,0.5293333333333333,Adam Caroll,6,0.0
350,0.4675,Adam Carroll,4,38.0
351,0.563,Adam Chanler-Berat,2,44.0
352,0.419,Adam Counts,2,57.0
353,0.092,Adam Gontier,2,62.0
354,0.964,Adam Gussow,1,36.0
355,0.5241428571428571,Adam Hicks,7,55.28571428571429
356,0.511,Adam Hood,1,36.0
357,0.392,Adam Jensen,2,65.0
358,0.349,Adam K & Soha,2,56.0
359,0.5022,Adam Lambert,10,60.8
360,0.5352,Adam Levine,16,61.625
361,0.1989999999999999,Adam Melchor,2,65.0
362,0.3818888888888889,Adam Pascal,18,45.16666666666666
363,0.147,Adam Plack,2,44.0
364,0.495,Adam Riegler,2,44.0
365,0.5542857142857143,Adam Sandler,14,42.85714285714285
366,0.7659999999999999,Adamski,1,52.0
367,0.777,Adan Chalino Sanchez,6,48.0
368,0.957,Adan Romero,4,56.5
369,0.4370000000000001,Adelaide Van Wey,2,0.0
370,0.3798375000000001,Adele,80,61.475
371,0.2782888888888889,Adele Kern,9,0.2222222222222222
372,0.4915000000000001,Adelina Fernandes,4,0.5
373,0.4488571428571429,Adelitas Way,14,52.14285714285714
374,0.4496666666666666,Adema,6,48.66666666666666
375,0.77,Adeva,2,38.0
376,0.7589999999999999,Adhir Bagchi,4,0.0
377,0.1639999999999999,Adiemus,1,61.0
378,0.674,Adina Howard,5,48.8
379,0.965,Adinath Mangeshkar,2,5.0
380,0.685,Admiral Bailey,2,47.0
381,0.966,Adnia Rice,1,28.0
382,0.8023750000000002,Adolescent's Orquesta,16,62.375
383,0.4666562500000001,Adolescents,32,32.0625
384,0.30772,Adolf Busch,5,0.0
385,0.242,Adolf Stark and Aino Karelia,2,0.0
386,0.6863333333333332,Adolfo Berón,18,0.6666666666666666
387,0.693,Adolfo Echeverria,1,33.0
388,0.2438039999999999,Adolfo Tango,50,0.0
389,0.2536333333333334,Adolph Baller,12,0.0
390,0.3773727272727273,Adolph Deutsch,33,5.9393939393939394
391,0.4458333333333333,Adolph Green,6,0.6666666666666666
392,0.146,Adolphe Adam,6,21.0
393,0.6388333333333333,Adolphe Bérard,12,0.0
394,0.0386,Adolphus Hailstork,1,51.0
395,0.386,Adrenalize,2,3.0
396,0.3296666666666666,Adrian Charras,6,0.0
397,0.349,Adrian Crush,2,16.0
398,0.516,Adrian Delgado,2,61.0
399,0.409,Adrian Gurvitz,2,49.0
400,0.599,Adrian Marcel,1,59.0
401,0.61125,Adrian Zmed,4,38.0
402,0.482,Adriana Calcanhotto,2,57.0
403,0.533625,Adriana Caselotti,8,35.625
404,0.4639999999999999,Adriana Chamorro,1,0.0
405,0.33,Adriana Figueroa,2,48.0
406,0.1989999999999999,Adriana Lazzarini,1,12.0
407,0.124,Adriana Proenza,2,83.0
408,0.795,Adriana Szuster,2,53.0
409,0.636,Adrianna Caselotti,2,33.0
410,0.488,Adrianne Lenker,1,50.0
411,0.2689999999999999,Adrianne Pieczonka,1,46.0
412,0.181,Adriano Banchieri,2,0.0
413,0.4346666666666667,Adriano Celentano,6,44.66666666666666
414,0.892,Adriel Favela,3,68.33333333333333
415,0.6666666666666666,Adrienne Albert,9,0.0
416,0.7294999999999999,Adrián Patiño,6,0.0
417,0.867,Advance,1,31.0
418,0.178,Adventure Club,2,53.5
419,0.53025,Adventure Time,4,63.0
420,0.345,Aegis,2,49.0
421,0.254,Aeon Soul,2,0.0
422,0.6254,Aer,10,51.2
423,0.246,Aero Chord,2,63.0
424,0.5475833333333331,Aerosmith,240,41.34166666666667
425,0.0383,Aerospace,2,0.0
426,0.682,Aesop Rock,22,42.54545454545455
427,0.536,Afife Hanım,4,0.0
428,0.563,Aflacko,2,58.0
429,0.71,Afourteen,1,63.0
430,0.964,Afric Simone,2,44.0
431,0.955,African Doctor,2,0.0
432,0.585,Afrika 70,2,42.0
433,0.6372500000000001,Afrika Bambaataa,4,40.5
434,0.767,Afro B,2,65.0
435,0.8029999999999999,Afro Celt Sound System,2,42.0
436,0.7559999999999999,Afro-Cuban All Stars,2,52.0
437,0.4994545454545454,Afrojack,11,50.90909090909091
438,0.673125,Afroman,16,53.375
439,0.8863333333333333,Afrosound,3,25.66666666666667
440,0.65,Afsal,1,0.0
441,0.6681999999999999,After 7,20,40.3
442,0.1693333333333333,After The Burial,6,50.0
443,0.9255,After The Fire,4,48.0
444,0.736,Afu-Ra,2,57.0
445,0.73,Afzal Lahori,4,0.0
446,0.392,Against All Authority,2,49.0
447,0.4688333333333334,Against Me!,12,49.5
448,0.1515333333333333,Against The Current,3,77.0
449,0.569,Agapitos,1,0.0
450,0.166,Agatha Lee Monn,1,70.0
451,0.0749,Agatha Reilly,2,59.0
452,0.8158,Agathoklis Mouskas,10,0.0
453,0.4972000000000002,Agent Orange,30,36.4
454,0.114,Agent Steel,2,34.0
455,0.904,Agha,5,0.0
456,0.716,Agnes,2,62.0
457,0.0869,Agnes Baltsa,2,36.5
458,0.2763333333333333,Agnes Giebel,3,0.0
459,0.828,Agnes Moorehead,4,20.0
460,0.18,Agnes Obel,4,52.0
461,0.481,Agnes Varda,4,21.75
462,0.2533333333333333,Agnetha Fältskog,3,43.33333333333334
463,0.166,Agnieszka Duczmal,2,45.0
464,0.2243333333333333,Agnostic Front,6,36.66666666666666
465,0.921,Ago,2,31.0
466,0.922,Agua Marina,2,57.0
467,0.625,Aguaturbia,2,32.0
468,0.892,"Agung, tambul, and dabakan",2,3.0
469,0.3088333333333333,Agust D,6,67.16666666666667
470,0.4955,Agustin Magaldi,4,0.0
471,0.1538666666666666,Agustín Barrios Mangoré,3,35.333333333333336
472,0.7770289855072456,Agustín Irusta,138,0.0869565217391304
473,0.50575,Agustín Lara,8,28.0
474,0.0657,Agustín León Ara,1,42.0
475,0.269,Ahlam,4,0.0
476,0.4389842105263157,Ahmad Jamal,152,18.184210526315788
477,0.55415,Ahmad Jamal Quintet,20,16.4
478,0.4328666666666665,Ahmad Jamal Trio,90,23.0
479,0.7315,Ahmad Lewis,4,44.5
480,0.657,Ahmad Zahir,2,8.0
481,0.358,Ahmed Dilawar,6,0.0
482,0.627,Ahmed Party,2,0.0
483,0.13,Ahmet Celal Bey,2,0.0
484,0.359,Ahmet Kaya,2,60.0
485,0.4479999999999999,Ahmet Üstün,2,0.0
486,0.111,Aibohponhcet,1,0.0
487,0.64,Aida Cuevas,6,37.0
488,0.551,Aiden,2,46.0
489,0.2476666666666667,Aiko,3,73.0
490,0.5247142857142858,Aim,7,52.0
491,0.91,Aimee B,2,45.0
492,0.4718333333333333,Aimee Mann,12,44.33333333333334
493,0.46,Aimer,2,62.0
494,0.596,Aimie Atkinson,2,63.0
495,0.38,Aine Minogue,2,25.0
496,0.2663724137931035,Air,29,44.0
497,0.3189714285714286,Air Supply,70,49.9142857142857
498,0.636,Air Traffic Controller,2,57.0
499,0.44,Airbourne,6,60.66666666666666
500,0.461,Airiel,2,47.0
501,0.6116666666666667,Airplay,6,30.33333333333333
502,0.109,Airship Express,2,65.0
503,0.123,Aisha Badru,2,62.0
504,0.321,Aitana,2,68.0
505,0.6829999999999999,Ajit Merchant,1,0.0
506,0.43485,Aka Odko,4,0.0
507,0.0419,Akademie für Alte Musik Berlin,1,50.0
508,0.612,Akano,2,68.0
509,0.6345000000000001,Ake Surachet,2,0.0
510,0.8809999999999999,Akin,2,62.0
511,0.3455,Akina Nakamori,4,44.0
512,0.5605,Akinyele,2,41.5
513,0.943,Akira Ishikawa,2,35.0
514,0.2446625,Akira Yamaoka,16,44.0
515,0.489,Akitoshi Igarashi,1,32.0
516,0.5713999999999999,Akkineni Nageswara Rao,5,0.0
517,0.2019999999999999,Ako,2,50.0
518,0.5607880341880344,Akon,117,52.89743589743589
519,0.6957,Akwid,20,49.9
520,0.1669999999999999,Akylla,2,52.0
521,0.455,Al Alberts,6,40.333333333333336
522,0.523235294117647,Al B. Sure!,17,39.0
523,0.218,Al Bano,1,47.0
524,0.8859999999999999,Al Bano And Romina Power,2,37.0
525,0.3096730769230769,Al Bowlly,52,7.634615384615384
526,0.6665,Al Caiola,44,20.13636363636364
527,0.3879999999999999,Al Casey,2,1.0
528,0.201,Al Chernet,2,10.0
529,0.636,Al Cohn,3,4.0
530,0.746,Al Corley,2,59.0
531,0.975,Al Dexter & His Troopers,2,19.0
532,0.5291666666666668,Al Di Meola,18,34.22222222222222
533,0.6607450980392153,Al Green,153,36.47712418300654
534,0.426,Al Gromer Khan,2,42.0
535,0.615,Al Haig Quartet,8,0.0
536,0.5323333333333334,Al Haig Trio,6,2.333333333333333
537,0.779,Al Hazan,2,20.0
538,0.0851,Al Hibbler,2,0.0
539,0.5473043478260871,Al Hirt,23,24.65217391304348
540,0.4385,Al Hudson,4,35.0
541,0.8270000000000001,Al Hurricane,6,20.5
542,0.905,"Al Hurricane, Jr.",2,19.0
543,0.143,Al Jacobs,1,12.0
544,0.632892857142857,Al Jarreau,56,38.10714285714285
545,0.784,Al Johnson,1,44.0
546,0.7504444444444442,Al Jolson,18,0.0
547,0.5998318181818183,Al Kooper,44,30.181818181818183
548,0.3929189189189189,Al Martino,37,27.83783783783784
549,0.789,Al Petteway,1,34.0
550,0.962,Al Philip Jere Syncopators,2,0.0
551,0.4700000000000002,Al Stewart,30,33.06666666666667
552,0.143,Al Stillman,1,0.0
553,0.856,Al Valdés y su Orquesta,2,21.0
554,0.266,Al Viola,2,6.0
555,0.907,Al Wilson,4,43.5
556,0.373,Al. Bebe,1,0.0
557,0.530660986547085,Alabama,223,35.95964125560538
558,0.6445000000000001,Alabama 3,4,42.5
559,0.8140000000000001,Alabama Jr.Pettis,2,0.0
560,0.4061818181818182,Alabama Shakes,22,52.54545454545455
561,0.911,Alabina,1,50.0
562,0.8354666666666667,Alacranes Musical,30,48.73333333333333
563,0.2019999999999999,Alain Barrière,2,47.0
564,0.7759999999999999,Alain Bashung,2,50.0
565,0.134,Alain Boublil,1,35.0
566,0.3979999999999999,Alain Delon,2,57.0
567,0.0701,Alain Planes,6,56.66666666666666
568,0.957,Alain Souchon,2,58.0
569,0.627,Alaine,2,48.0
570,0.547,Alan Braden,2,17.0
571,0.61,Alan Braxe,1,51.0
572,0.144,Alan Bristow,2,17.0
573,0.5720000000000001,Alan Cavé,2,46.0
574,0.4968333333333334,Alan Cumming,6,36.0
575,0.6525000000000001,Alan Davies,2,15.5
576,0.907,Alan Dudley,1,12.0
577,0.755,Alan Friedman,1,32.0
578,0.43525,Alan Gilbert,12,1.4166666666666667
579,0.61,Alan Hale,2,0.0
580,0.815,Alan Hawkshaw,6,29.0
581,0.158225,Alan Howarth,8,30.25
582,0.5665619834710749,Alan Jackson,242,44.44214876033058
583,0.5453333333333333,Alan Jay Lerner,3,17.666666666666668
584,0.4407142857142857,Alan Lomax,14,10.714285714285714
585,0.534,Alan Loveday,1,29.0
586,0.2269076923076924,Alan Menken,91,39.5054945054945
587,0.7009000000000002,Alan Mills,40,2.3
588,0.789,Alan Mills and the Four Shipmates,2,20.0
589,0.7715000000000001,Alan Moorhouse,4,34.5
590,0.8320000000000001,Alan Palomo,2,50.0
591,0.846,Alan Parker,1,29.0
