userid,trackid,genre,listening_time,rating,timestamp,date
31,985,Hip Hop,18,4.15637157945662,91534626,1972-11-25
883,900,Classical,14,2.3845551691830567,7178435,1970-03-24
116,294,Latin,56,0.5548560793216528,115253584,1973-08-26
900,814,Pop,1,2.8244017945017457,187551157,1975-12-11
31,489,Electronic,27,3.815278672889276,708601546,1992-06-15
451,319,Electronic,46,1.6139622087490664,217002617,1976-11-16
7,833,Classical,37,4.838883234997047,136425105,1974-04-28
452,736,Hip Hop,31,1.3196178719413925,644721078,1990-06-06
487,287,Pop,35,1.7511596933158657,243405696,1977-09-17
290,703,Rock,39,1.6695088055324814,863550513,1997-05-13
437,330,Electronic,10,4.911518237515395,152545482,1974-11-01
733,210,Classical,9,3.836933935452879,114531568,1973-08-18
831,438,Classical,0,4.09829044071649,627099895,1989-11-14
728,767,Hip Hop,32,0.5212400480005247,291940220,1979-04-02
24,543,Blues,9,0.8082123766730664,972265738,2000-10-22
540,591,Hip Hop,52,2.315012036845075,660299492,1990-12-04
148,784,Pop,37,4.6365849337652785,458715989,1984-07-14
810,480,Pop,59,2.2215415623893313,711104765,1992-07-14
508,189,Rock,18,3.7453628693973724,337466857,1980-09-10
396,122,Country,11,4.013423904315474,180036005,1975-09-15
281,327,Jazz,28,4.179782351675961,384940920,1982-03-14
907,476,Latin,11,2.103487653557182,136761222,1974-05-02
611,802,Electronic,43,2.3607058476780782,557699619,1987-09-03
489,276,Rock,33,3.5107040082906615,407895231,1982-12-04
714,953,Rock,22,0.5735487217368518,75407928,1972-05-22
274,282,Latin,31,0.7016720328719278,930857088,1999-07-01
627,104,Electronic,48,3.1933536801449685,807611388,1995-08-05
618,994,Hip Hop,11,4.538312645791977,675556294,1991-05-29
890,715,Electronic,20,1.4127958389585697,879454705,1997-11-13
998,117,Country,45,3.3077862012304564,402558159,1982-10-03
356,52,Hip Hop,54,4.522505125958978,107009771,1973-05-23
61,619,Country,57,2.32712872449291,353043266,1981-03-09
445,891,Country,58,1.7338682953468836,291803281,1979-04-01
117,631,Pop,22,4.379637363031607,297335171,1979-06-04
830,848,Electronic,41,0.6979600353530102,24969671,1970-10-16
886,733,Jazz,0,2.8141397034734714,247936933,1977-11-09
865,38,Latin,38,0.8060860429159172,553754960,1987-07-19
222,769,Jazz,23,0.768096833091168,148174522,1974-09-11
808,672,Pop,59,4.616205405368236,41573584,1971-04-26
99,204,Classical,39,0.8535975395325335,711369064,1992-07-17
673,927,Electronic,58,2.379156762745373,782861844,1994-10-22
584,865,Classical,21,3.140119511428127,864258018,1997-05-21
605,94,Latin,21,1.6849171332359913,403853138,1982-10-18
200,114,Latin,15,2.7924416262376957,259074569,1978-03-18
535,901,Jazz,19,3.9511243032827577,60848227,1971-12-05
13,300,Hip Hop,49,3.1819790566704325,805198867,1995-07-08
4,572,Country,24,0.6727765674790287,429722536,1983-08-14
199,968,Blues,38,2.219105749736878,142157724,1974-07-04
294,67,Blues,59,3.2559963194412695,995772199,2001-07-21
123,140,Blues,53,3.125495637326827,299798392,1979-07-02
508,605,Electronic,3,2.4109898709126947,753611468,1993-11-18
565,818,Hip Hop,52,2.2993552648425735,517035727,1986-05-20
396,610,Hip Hop,53,3.216633292661201,111099984,1973-07-09
187,140,Classical,51,0.47591669925081737,357907679,1981-05-05
191,169,Electronic,25,2.238209761680021,322877909,1980-03-25
737,871,Latin,46,3.98657015116692,832280635,1996-05-16
737,280,Rock,51,2.5137481435923767,297594188,1979-06-07
803,289,Electronic,52,2.264727690909467,209125931,1976-08-17
638,914,Classical,35,0.7200671616812471,147466767,1974-09-03
374,112,Blues,32,3.7481112670890537,324780814,1980-04-16
557,315,Rock,15,2.302072351115755,74897789,1972-05-16
182,125,Pop,0,4.22944251566303,809189740,1995-08-23
485,439,Hip Hop,3,1.6194745362964202,806444066,1995-07-22
695,906,Rock,48,4.475801687764903,379948631,1982-01-15
406,528,Rock,21,0.6100908149020795,348466721,1981-01-15
252,67,Electronic,29,1.7774550556432183,73822052,1972-05-04
926,28,Pop,34,4.618065122359446,181231428,1975-09-29
341,835,Pop,51,0.3530642315816124,430639471,1983-08-25
229,983,Jazz,50,3.6964922534084965,634831989,1990-02-12
673,301,Pop,33,4.783322145026885,926038265,1999-05-06
83,479,Pop,16,4.726810559839927,161087451,1975-02-08
215,928,Hip Hop,24,4.187870674749944,669646752,1991-03-22
712,794,Electronic,34,2.8208750196748693,949775618,2000-02-05
217,242,Pop,43,3.0050985660391816,10682528,1970-05-04
109,565,Jazz,34,3.252756615919549,15187311,1970-06-25
379,52,Latin,3,4.038829471198312,600258068,1989-01-08
834,59,Country,32,3.5889498564865847,998644467,2001-08-24
571,221,Pop,7,4.764191388466241,38717529,1971-03-24
657,241,Electronic,24,4.541636590612444,265102159,1978-05-27
494,536,Pop,16,1.0674568405469553,898796735,1998-06-25
806,467,Country,30,2.3737243534962866,896410272,1998-05-28
351,618,Hip Hop,5,2.24230880487347,532581898,1986-11-16
923,801,Hip Hop,34,4.6936345681238345,90503304,1972-11-13
85,217,Latin,12,4.829037193803549,808523648,1995-08-15
940,974,Rock,18,3.3386171350760065,504088411,1985-12-22
768,792,Electronic,19,3.905063202167662,415063422,1983-02-25
726,265,Jazz,0,4.715990007661099,109106282,1973-06-16
305,656,Hip Hop,29,1.7432288616127434,798201357,1995-04-18
328,225,Country,56,3.8791638304269433,191656599,1976-01-27
525,927,Classical,48,4.765015744036035,397993892,1982-08-12
249,498,Latin,40,0.7257574310001796,320825257,1980-03-01
360,171,Latin,40,1.6949082463326497,666353047,1991-02-12
104,755,Hip Hop,50,4.647865774708791,473903751,1985-01-06
565,815,Pop,47,2.454266253949652,967786069,2000-08-31
252,617,Classical,24,1.014322488559053,316704577,1980-01-14
452,936,Blues,9,3.49748282142067,200276340,1976-05-06
614,471,Hip Hop,54,3.5146580717324927,786882236,1994-12-08
204,139,Blues,5,2.98154240678721,415438259,1983-03-02
998,994,Country,18,2.781286814065662,234810418,1977-06-10
909,56,Classical,23,3.068782019345065,101569888,1973-03-21
314,473,Classical,57,4.39947977878393,341368728,1980-10-25
830,250,Rock,51,3.43343773371065,484311709,1985-05-07
685,264,Classical,2,1.304434801467505,631952784,1990-01-09
227,135,Country,7,3.5377153247999793,346320727,1980-12-22
68,582,Jazz,7,1.3359137287352514,159723001,1975-01-23
828,717,Pop,3,0.379287011912689,37845347,1971-03-14
587,996,Hip Hop,12,0.2637728285837654,488199414,1985-06-21
876,343,Classical,43,4.382583554827151,934122127,1999-08-08
899,726,Pop,53,1.8861346396204959,638317446,1990-03-24
570,932,Classical,2,2.7564112762357187,713979188,1992-08-16
490,967,Country,6,0.06522000964655272,283621619,1978-12-27
364,860,Jazz,38,1.5714739553152062,658678821,1990-11-15
144,17,Rock,56,0.39975008828350644,619046049,1989-08-13
862,484,Classical,2,4.171819455431497,274736644,1978-09-15
465,662,Rock,7,4.459470033261374,494858881,1985-09-06
917,587,Latin,12,2.846932333595496,82751013,1972-08-15
415,17,Rock,48,4.5264067050353765,301428856,1979-07-21
393,988,Rock,18,0.6571092330176198,321572101,1980-03-10
488,603,Rock,53,4.226669620277253,461637064,1984-08-17
2,619,Rock,3,0.5415463667208492,133229475,1974-03-22
569,104,Jazz,3,4.3924391609629225,683952077,1991-09-03
641,377,Electronic,12,2.048488479515651,292382273,1979-04-07
25,504,Country,56,4.802211348673317,734710537,1993-04-13
22,85,Pop,58,1.6778392664179087,959489588,2000-05-27
321,752,Rock,8,2.1495968855997996,982407041,2001-02-17
272,539,Country,10,2.009085999239031,844022197,1996-09-29
67,875,Hip Hop,34,1.0475964503367603,346716983,1980-12-26
896,121,Rock,50,4.100451425453182,48262714,1971-07-13
716,344,Latin,30,4.224623485787192,585796576,1988-07-24
35,205,Rock,30,4.335293547057692,752850921,1993-11-09
400,246,Electronic,12,1.954721750641294,797456927,1995-04-09
255,529,Hip Hop,19,4.670730258148622,805035677,1995-07-06
592,58,Country,36,3.025021632971598,423662740,1983-06-05
302,241,Hip Hop,9,2.7836636373956036,425128436,1983-06-22
394,194,Pop,54,3.154503477680625,592025386,1988-10-04
321,284,Classical,45,2.5203020391337887,855043629,1997-02-04
165,923,Latin,1,3.098523992786526,105034194,1973-04-30
407,427,Rock,12,4.543422034990582,975233846,2000-11-26
311,40,Rock,51,0.8172400565897875,140869645,1974-06-19
234,859,Classical,17,4.149515415789107,562272088,1987-10-26
742,560,Jazz,29,1.7391740905683184,852349799,1997-01-03
853,322,Rock,3,3.8906505844626746,934801458,1999-08-16
644,313,Classical,51,0.26401357017277083,734115987,1993-04-06
777,894,Electronic,58,4.865294043717706,754607329,1993-11-29
928,617,Country,35,1.2193867613310978,173840086,1975-07-05
26,18,Country,27,4.964455003250029,375337731,1981-11-22
13,252,Country,59,2.5667413882148713,728964550,1993-02-05
619,519,Blues,39,3.9657966560749687,376532955,1981-12-06
740,111,Blues,32,0.2419268017192805,176066013,1975-07-31
687,708,Rock,6,3.3516494062321103,982085067,2001-02-13
128,537,Pop,21,2.267620633304147,18049970,1970-07-28
484,256,Jazz,42,0.7290981760993265,27808924,1970-11-18
759,291,Blues,57,1.5938616488034274,815916575,1995-11-09
283,504,Jazz,9,1.9387531081055336,516502009,1986-05-14
841,679,Classical,31,2.092745422356625,710103570,1992-07-02
958,917,Classical,22,2.716594724273433,883380959,1997-12-29
308,918,Country,30,4.8887568835399104,664366313,1991-01-20
860,714,Electronic,1,0.35610392475147357,226819530,1977-03-09
396,209,Country,57,4.872320862680323,559820736,1987-09-28
801,101,Pop,57,3.017792607368291,962971563,2000-07-07
593,679,Blues,44,0.3093655284575636,650376140,1990-08-11
832,554,Electronic,46,3.6954295435910964,408670683,1982-12-13
590,708,Classical,29,1.665388547952214,807444915,1995-08-03
327,353,Country,35,4.80754773143836,76036943,1972-05-29
531,68,Latin,27,2.1735632876310778,43165160,1971-05-15
339,217,Jazz,2,2.4945638622166184,765519988,1994-04-04
413,749,Country,44,2.7867401375478633,833338874,1996-05-28
63,835,Electronic,46,0.37001439573945694,455576619,1984-06-08
432,557,Electronic,49,4.1500096345217266,60987840,1971-12-07
509,434,Hip Hop,12,2.758321582143481,922840378,1999-03-30
618,631,Country,44,1.5947749253760601,738701124,1993-05-29
371,544,Jazz,29,1.2643055306595414,883628733,1997-12-31
449,690,Electronic,50,0.053349047953096806,288701156,1979-02-24
848,180,Pop,22,4.47446212480601,618855932,1989-08-11
7,76,Classical,40,1.251527631712892,927299595,1999-05-21
688,773,Pop,6,4.556683369345014,684432570,1991-09-09
633,280,Electronic,52,3.457536151978266,182322289,1975-10-11
545,401,Pop,41,1.9446654915345096,883919491,1998-01-04
657,928,Classical,28,2.9142765978524556,902530961,1998-08-07
926,20,Classical,12,4.998278286105371,571365209,1988-02-08
215,676,Classical,27,1.6127719173223802,656573063,1990-10-21
48,348,Rock,18,2.133912477069295,358243514,1981-05-09
764,333,Pop,18,4.986352792755535,891202183,1998-03-29
887,159,Country,2,0.630258485981498,234652047,1977-06-08
901,186,Latin,30,1.7959916311102715,475597510,1985-01-26
49,325,Hip Hop,3,3.920542007310071,493977231,1985-08-27
151,200,Country,51,0.6180078908449876,673946998,1991-05-11
712,389,Rock,15,2.1705644178125154,496810581,1985-09-28
31,335,Blues,20,0.20269391008865323,220639571,1976-12-28
19,509,Jazz,42,1.6301247664438105,233173195,1977-05-22
931,893,Country,40,0.04839573986831325,798776607,1995-04-24
707,480,Rock,10,4.872528573258355,237928381,1977-07-16
628,927,Pop,48,3.077214964403269,762645656,1994-03-02
744,877,Electronic,19,3.304000399465706,112323592,1973-07-23
776,406,Electronic,53,1.212786632214381,738064237,1993-05-22
604,801,Latin,16,2.0190283557616455,931047432,1999-07-03
386,287,Pop,21,0.5974237379154984,919876864,1999-02-24
695,553,Hip Hop,29,4.823853671929112,253408630,1978-01-11
732,232,Classical,44,4.289368029841089,219399764,1976-12-14
300,396,Jazz,23,4.874133204367396,28057999,1970-11-21
729,767,Jazz,17,1.2256462895379023,305308253,1979-09-04
290,231,Hip Hop,58,0.1400787772330847,917912058,1999-02-01
778,458,Rock,54,2.88962920491615,882224177,1997-12-15
343,855,Latin,35,2.104109676582595,946471647,1999-12-29
897,484,Electronic,53,1.194645830090989,113742838,1973-08-09
155,468,Jazz,49,1.7547828650294728,597012626,1988-12-01
907,597,Latin,0,0.18430114476687687,515882022,1986-05-07
108,520,Country,50,2.3874227677250763,822790963,1996-01-27
332,35,Rock,21,0.10913287980321262,441694414,1983-12-30
796,132,Hip Hop,34,0.33895130519874805,382893255,1982-02-18
359,364,Country,6,3.3709132513993048,466747243,1984-10-15
569,229,Latin,18,4.2431468919403965,975054986,2000-11-24
674,412,Latin,32,4.968063893016854,826848806,1996-03-14
58,497,Blues,11,2.0665209760472187,909264695,1998-10-24
55,511,Latin,47,0.8568602772554917,935058381,1999-08-19
659,953,Country,15,1.9088051980012395,646013853,1990-06-21
736,250,Rock,32,2.0152926829752476,29269298,1970-12-05
860,925,Latin,37,2.5031054560286337,318791991,1980-02-07
106,223,Classical,9,3.881345696271063,305270979,1979-09-03
625,326,Country,14,3.6905740682354535,18000605,1970-07-28
767,695,Hip Hop,19,2.489956733216292,885374497,1998-01-21
370,511,Electronic,57,4.014384643930212,271324091,1978-08-07
536,67,Latin,51,4.246768300499063,166103770,1975-04-07
764,752,Pop,39,3.7564516096760716,353083655,1981-03-10
72,256,Jazz,48,3.5686627112578533,780669822,1994-09-27
208,369,Latin,18,0.03299550141439622,331160044,1980-06-29
126,339,Hip Hop,18,0.40785148267996896,432114572,1983-09-11
572,267,Latin,19,0.9165908308136334,11429755,1970-05-13
370,133,Pop,49,1.9809944582816341,534223042,1986-12-05
327,815,Blues,18,1.63543673080497,709897790,1992-06-30
551,69,Jazz,24,1.1664262667355958,777729408,1994-08-24
922,554,Country,23,0.7399206345952397,34418136,1971-02-03
358,890,Rock,43,1.6293850244617119,351647215,1981-02-21
329,13,Latin,55,1.8430648714736475,972122119,2000-10-21
349,467,Jazz,60,1.9818415899775181,280509804,1978-11-21
967,730,Hip Hop,31,2.166721713904866,6117537,1970-03-12
743,40,Pop,39,4.400373281411143,708315293,1992-06-11
12,770,Latin,56,0.6976176742783191,474926784,1985-01-18
465,502,Electronic,30,0.8909176736686886,275275852,1978-09-21
821,507,Pop,19,3.0105380579588923,323469434,1980-04-01
964,210,Pop,28,2.7954233364326155,14231458,1970-06-14
717,265,Latin,42,1.8704944425376369,749554287,1993-10-02
172,285,Hip Hop,37,0.5752384560255436,492373830,1985-08-08
612,375,Latin,31,0.41434145390527477,94405327,1972-12-28
503,949,Classical,3,2.2201923179575016,724530490,1992-12-16
80,46,Electronic,3,3.6269304921176415,986329584,2001-04-03
230,299,Pop,40,4.892527324852974,265329552,1978-05-29
160,416,Latin,10,3.2564145805054,87145160,1972-10-05
932,982,Blues,3,1.7201385711428485,8451393,1970-04-08
635,641,Blues,26,0.0022863533616579446,593130085,1988-10-17
329,312,Latin,53,3.5416079496687294,362905310,1981-07-02
224,351,Latin,20,0.9712238419536534,442372735,1984-01-07
104,24,Hip Hop,0,2.941056433546624,81364612,1972-07-30
215,377,Rock,56,4.867961542656708,450298332,1984-04-08
121,578,Classical,54,4.0399570278759525,930168267,1999-06-23
675,569,Hip Hop,45,3.9434016526856226,74038087,1972-05-06
597,857,Jazz,41,3.8247230465881215,970601827,2000-10-03
53,782,Blues,51,3.6301879411661315,342207642,1980-11-04
381,775,Latin,6,1.3128816980218716,302883046,1979-08-07
19,863,Electronic,52,1.7803109744045726,745685486,1993-08-18
429,372,Blues,36,1.1355728661758198,649196261,1990-07-28
115,578,Pop,27,2.6410369553697572,148350054,1974-09-13
639,438,Blues,47,1.9990837875737104,463831425,1984-09-12
532,986,Pop,48,4.954751167814369,318974015,1980-02-09
367,663,Hip Hop,0,4.0223434864366485,534856640,1986-12-13
106,615,Country,28,3.2378720828252017,910297401,1998-11-05
814,555,Blues,35,1.415420989132924,416343283,1983-03-12
705,667,Country,55,2.3021429127498743,345656767,1980-12-14
251,235,Blues,26,3.08223344297341,402766815,1982-10-06
766,848,Jazz,8,0.9907263239261388,311304036,1979-11-12
541,34,Rock,13,4.981009809369331,382938832,1982-02-18
476,297,Pop,12,2.063944939974422,47632036,1971-07-06
429,972,Rock,11,3.092247673871595,187354080,1975-12-09
959,106,Electronic,30,0.9982495988830886,882678955,1997-12-20
767,15,Jazz,39,0.028504335347704912,293385122,1979-04-19
686,416,Classical,39,3.8806555910330056,325343450,1980-04-23
892,713,Jazz,48,1.423778548963679,193898383,1976-02-22
367,168,Electronic,55,2.992018651605659,563630733,1987-11-11
37,858,Rock,14,3.060796619897374,283351905,1978-12-24
239,711,Rock,29,0.22002717768163205,798566946,1995-04-22
408,850,Latin,36,4.033933994064965,344379605,1980-11-29
725,324,Electronic,23,1.8074200549448745,32349736,1971-01-10
821,620,Hip Hop,54,0.15431699485532024,223999812,1977-02-05
286,236,Hip Hop,24,1.286169623818878,929919281,1999-06-20
88,842,Pop,27,4.2089651851850105,136743672,1974-05-02
231,762,Rock,51,0.2570942374353752,388586219,1982-04-25
87,642,Blues,9,2.845711110166004,14191518,1970-06-14
154,200,Hip Hop,57,4.217853080953879,391944714,1982-06-03
243,294,Blues,24,0.44258791064703706,14143190,1970-06-13
249,982,Jazz,50,0.6101708853697874,538855697,1987-01-28
492,424,Rock,37,2.227649782028913,935577203,1999-08-25
182,717,Hip Hop,29,3.7599991545402602,544286757,1987-04-01
688,715,Country,56,3.315746103638892,284296361,1979-01-04
242,533,Pop,46,0.5177939607132076,204740636,1976-06-27
244,979,Latin,36,2.343532242889225,577788613,1988-04-23
840,335,Latin,50,0.7206419704810274,232434533,1977-05-13
13,953,Jazz,43,3.285355991535413,273155388,1978-08-28
575,560,Pop,14,1.2467221283682246,466079213,1984-10-08
558,795,Latin,9,1.040601867605146,425840700,1983-06-30
580,964,Pop,46,0.10385773105595353,482258268,1985-04-13
287,118,Country,60,4.579805331121058,44028194,1971-05-25
113,885,Classical,50,3.131774654322327,54380663,1971-09-22
639,394,Pop,50,0.16659373205622385,876608754,1997-10-11
686,171,Hip Hop,35,0.4188870841165748,243991364,1977-09-24
588,821,Jazz,6,1.7769730909554315,188390093,1975-12-21
668,698,Rock,50,3.1281746438921854,512031763,1986-03-24
857,536,Rock,22,2.4839184859045305,37405478,1971-03-09
532,89,Classical,25,4.402322277499623,324806327,1980-04-17
191,653,Electronic,6,0.6026499947604091,97445048,1973-02-01
535,387,Rock,29,2.220772745357291,460087619,1984-07-30
617,587,Hip Hop,22,1.2636885002918719,258200179,1978-03-08
469,709,Latin,23,1.590212653268102,159124576,1975-01-16
46,909,Pop,8,2.001172523228269,124985002,1973-12-17
806,569,Pop,37,0.4428493969219155,627542603,1989-11-19
649,792,Hip Hop,1,2.43908025467035,796580064,1995-03-30
923,514,Hip Hop,53,4.970088398891902,81661746,1972-08-02
747,737,Electronic,31,0.9290807885901631,863443335,1997-05-12
219,997,Rock,33,1.188783199513711,322961284,1980-03-26
451,898,Pop,31,2.3064027564345233,687893471,1991-10-19
68,600,Blues,17,3.139252834009926,965264420,2000-08-02
977,213,Latin,47,0.7274711508455478,385346578,1982-03-18
635,935,Latin,33,4.368100471690005,387278738,1982-04-10
723,382,Classical,6,0.5834039367424443,877619275,1997-10-23
53,751,Rock,16,3.2226352380358696,895597598,1998-05-19
907,321,Latin,15,0.7273406030108942,434055688,1983-10-03
754,227,Electronic,7,1.832100120751844,904951506,1998-09-04
237,845,Electronic,56,2.881007393024656,495023764,1985-09-08
388,738,Electronic,2,3.3730976762396643,135764022,1974-04-21
86,556,Hip Hop,36,3.270830440353227,356741330,1981-04-21
26,86,Latin,44,2.307178458793984,341331042,1980-10-25
811,117,Pop,51,0.8286648961407639,387623917,1982-04-14
852,657,Rock,14,0.6904210766311941,499897465,1985-11-03
260,690,Hip Hop,13,3.7737261437925067,611197520,1989-05-14
503,826,Blues,36,0.5469731815558299,308904280,1979-10-16
863,40,Country,52,0.3483092298983448,305875452,1979-09-10
788,124,Jazz,8,2.0536861224368703,108122869,1973-06-05
56,32,Electronic,42,3.816036018528562,309507022,1979-10-23
969,87,Latin,43,3.9137627892588567,70320263,1972-03-24
403,127,Blues,53,3.568355912071648,966553078,2000-08-17
380,30,Hip Hop,38,0.9158912287974674,333563746,1980-07-27
72,482,Jazz,23,0.019882693274073104,760973697,1994-02-11
707,605,Hip Hop,39,1.954646183338678,683611300,1991-08-30
13,337,Blues,18,2.810039464682595,307620678,1979-10-01
81,3,Country,52,1.9481714073550216,706003240,1992-05-16
479,5,Electronic,9,1.0473984824256621,883103772,1997-12-25
228,812,Country,56,3.7199743671284784,184413198,1975-11-05
280,169,Latin,28,2.7552236442750195,17041958,1970-07-16
764,170,Hip Hop,32,4.070849503053735,599015190,1988-12-24
888,628,Rock,60,2.297318619392076,369991827,1981-09-22
685,408,Latin,29,2.12843593194418,310247477,1979-10-31
247,984,Jazz,41,2.58005520522318,962802239,2000-07-05
435,97,Jazz,37,2.453344315789054,199394121,1976-04-26
681,544,Rock,20,4.179709437853696,704622157,1992-04-30
278,975,Latin,9,3.64683710509288,156631056,1974-12-18
493,205,Classical,23,2.2441927339405314,109543048,1973-06-21
166,355,Latin,6,3.7969466087306882,647686996,1990-07-11
767,413,Electronic,48,1.607244831135533,449117751,1984-03-25
176,593,Pop,45,1.0076183294166285,511464188,1986-03-17
187,548,Latin,21,2.4536467617396744,749725375,1993-10-04
762,771,Latin,4,4.526953751799457,27374529,1970-11-13
807,419,Pop,13,4.6088266345814,772362963,1994-06-23
209,282,Rock,33,3.0078977573737142,94790813,1973-01-01
643,945,Rock,46,4.35064794092669,467495854,1984-10-24
707,805,Hip Hop,47,0.04514605316024711,807344827,1995-08-02
729,495,Pop,52,2.905318294525376,991190715,2001-05-29
665,716,Jazz,57,1.0248509641562398,870855019,1997-08-06
518,673,Jazz,56,2.4067582469382938,796466627,1995-03-29
981,964,Classical,53,2.361753272927184,48974765,1971-07-21
347,79,Blues,39,2.14209239165267,485797499,1985-05-24
391,210,Electronic,18,0.6251873245446626,431865690,1983-09-08
106,136,Rock,60,4.75073809984917,950248133,2000-02-10
877,719,Electronic,4,4.262577279298172,422770906,1983-05-25
824,965,Classical,22,4.8294331595723055,293182392,1979-04-17
478,498,Electronic,12,4.936834665012723,430311655,1983-08-21
126,987,Latin,12,2.737591098082711,282048406,1978-12-09
426,562,Hip Hop,8,4.719011346318776,525615912,1986-08-28
458,64,Pop,53,2.323593210181654,348792888,1981-01-19
296,1000,Rock,32,0.8562111746134021,370269484,1981-09-25
132,55,Country,12,1.8139390444534813,367639875,1981-08-25
67,664,Rock,45,0.44215065643388285,471381599,1984-12-08
123,838,Latin,42,0.7477993408674721,436355236,1983-10-30
611,60,Latin,29,4.474310032309108,100666306,1973-03-10
885,492,Pop,54,4.828642572784633,131047303,1974-02-25
830,957,Classical,51,3.5334904218618393,257803517,1978-03-03
527,963,Electronic,60,2.830498332048749,97778946,1973-02-05
928,310,Rock,41,0.6922709321320419,358838462,1981-05-15
336,475,Jazz,52,3.50788841092219,38053440,1971-03-17
189,145,Latin,8,2.203411383668219,995119928,2001-07-14
55,252,Rock,5,1.5805603738047709,79670048,1972-07-10
822,667,Rock,4,0.5790383075401756,521300527,1986-07-09
751,239,Rock,15,2.3920468685737912,222219265,1977-01-15
875,475,Country,35,3.828294511553424,822337938,1996-01-22
303,864,Blues,42,1.1449028987424308,605430913,1989-03-09
524,620,Hip Hop,4,1.5182310608834737,334237681,1980-08-04
824,733,Electronic,32,1.614686064901113,252630445,1978-01-02
299,109,Electronic,36,3.53983552919656,459946084,1984-07-29
465,650,Hip Hop,12,3.6244547507104135,292179782,1979-04-05
506,791,Classical,22,2.267390466917298,906646110,1998-09-24
700,980,Pop,60,3.1056055289842077,912323969,1998-11-29
197,270,Hip Hop,43,2.2397588229447822,898276233,1998-06-19
302,140,Latin,17,1.4945508150909226,929552312,1999-06-16
983,190,Hip Hop,44,1.8807006856510955,223376975,1977-01-29
550,736,Latin,27,4.510443472387821,18751681,1970-08-05
748,433,Classical,35,1.8752971843105688,287021703,1979-02-04
